Equation,Implies,Implied by,Does not imply,Not implied by,Unknown,Unknown by
Equation1036[x = x ◇ ((y ◇ (x ◇ x)) ◇ y)],2,1661,4691,3032,0,0
Equation1037[x = x ◇ ((y ◇ (x ◇ x)) ◇ z)],284,1567,4409,3126,0,0
Equation1038[x = x ◇ ((y ◇ (x ◇ y)) ◇ x)],2,1842,4691,2851,0,0
Equation1039[x = x ◇ ((y ◇ (x ◇ y)) ◇ y)],2,1575,4691,3118,0,0
Equation1041[x = x ◇ ((y ◇ (x ◇ z)) ◇ x)],12,1770,4681,2923,0,0
Equation1042[x = x ◇ ((y ◇ (x ◇ z)) ◇ y)],51,1571,4642,3122,0,0
Equation1043[x = x ◇ ((y ◇ (x ◇ z)) ◇ z)],153,1567,4540,3126,0,0
Equation1045[x = x ◇ ((y ◇ (y ◇ x)) ◇ x)],2,1862,4691,2831,0,0
Equation1046[x = x ◇ ((y ◇ (y ◇ x)) ◇ y)],2,1573,4691,3120,0,0
Equation1048[x = x ◇ ((y ◇ (y ◇ y)) ◇ x)],2,1772,4691,2921,0,0
Equation1049[x = x ◇ ((y ◇ (y ◇ y)) ◇ y)],2,1621,4691,3072,0,0
Equation1050[x = x ◇ ((y ◇ (y ◇ y)) ◇ z)],7,1567,4686,3126,0,0
Equation1051[x = x ◇ ((y ◇ (y ◇ z)) ◇ x)],7,1769,4686,2924,0,0
Equation1052[x = x ◇ ((y ◇ (y ◇ z)) ◇ y)],9,1571,4684,3122,0,0
Equation1053[x = x ◇ ((y ◇ (y ◇ z)) ◇ z)],45,1584,4648,3109,0,0
Equation1055[x = x ◇ ((y ◇ (z ◇ x)) ◇ x)],12,1786,4681,2907,0,0
Equation1056[x = x ◇ ((y ◇ (z ◇ x)) ◇ y)],48,1571,4645,3122,0,0
Equation1060[x = x ◇ ((y ◇ (z ◇ y)) ◇ y)],75,1573,4618,3120,0,0
Equation1061[x = x ◇ ((y ◇ (z ◇ y)) ◇ z)],10,1579,4683,3114,0,0
Equation1063[x = x ◇ ((y ◇ (z ◇ z)) ◇ x)],5,1769,4688,2924,0,0
Equation1073[x = y ◇ ((x ◇ (x ◇ x)) ◇ y)],12,1557,4681,3136,0,0
Equation1075[x = y ◇ ((x ◇ (x ◇ y)) ◇ x)],2,1771,4691,2922,0,0
Equation1076[x = y ◇ ((x ◇ (x ◇ y)) ◇ y)],2,1496,4691,3197,0,0
Equation1082[x = y ◇ ((x ◇ (y ◇ x)) ◇ x)],3,1727,4690,2966,0,0
Equation1083[x = y ◇ ((x ◇ (y ◇ x)) ◇ y)],2,1496,4691,3197,0,0
Equation1085[x = y ◇ ((x ◇ (y ◇ y)) ◇ x)],2,1690,4691,3003,0,0
Equation1086[x = y ◇ ((x ◇ (y ◇ y)) ◇ y)],2,1524,4691,3169,0,0
Equation1090[x = y ◇ ((x ◇ (y ◇ z)) ◇ z)],162,1507,4531,3186,0,0
Equation1096[x = y ◇ ((x ◇ (z ◇ y)) ◇ x)],86,1687,4607,3006,0,0
Equation1098[x = y ◇ ((x ◇ (z ◇ y)) ◇ z)],70,1507,4623,3186,0,0
Equation1101[x = y ◇ ((x ◇ (z ◇ z)) ◇ y)],83,1516,4610,3177,0,0
Equation1109[x = y ◇ ((y ◇ (x ◇ x)) ◇ x)],2,1715,4691,2978,0,0
Equation1110[x = y ◇ ((y ◇ (x ◇ x)) ◇ y)],2,1496,4691,3197,0,0
Equation1112[x = y ◇ ((y ◇ (x ◇ y)) ◇ x)],2,1690,4691,3003,0,0
Equation1113[x = y ◇ ((y ◇ (x ◇ y)) ◇ y)],2,1583,4691,3110,0,0
Equation1117[x = y ◇ ((y ◇ (x ◇ z)) ◇ z)],5,1526,4688,3167,0,0
Equation1119[x = y ◇ ((y ◇ (y ◇ x)) ◇ x)],16,1679,4677,3014,0,0
Equation1122[x = y ◇ ((y ◇ (y ◇ y)) ◇ x)],4,1762,4689,2931,0,0
Equation1133[x = y ◇ ((y ◇ (z ◇ y)) ◇ x)],49,1689,4644,3004,0,0
Equation1137[x = y ◇ ((y ◇ (z ◇ z)) ◇ x)],10,1701,4683,2992,0,0
Equation1152[x = y ◇ ((z ◇ (x ◇ y)) ◇ z)],12,1557,4681,3136,0,0
Equation1167[x = y ◇ ((z ◇ (y ◇ y)) ◇ x)],49,1689,4644,3004,0,0
Equation1171[x = y ◇ ((z ◇ (y ◇ z)) ◇ x)],15,1726,4678,2967,0,0
Equation1184[x = y ◇ ((z ◇ (z ◇ y)) ◇ x)],10,1750,4683,2943,0,0
Equation1223[x = x ◇ (((x ◇ x) ◇ x) ◇ x)],1,1994,4692,2699,0,0
Equation1224[x = x ◇ (((x ◇ x) ◇ x) ◇ y)],3,1615,4690,3078,0,0
Equation1225[x = x ◇ (((x ◇ x) ◇ y) ◇ x)],3,1794,4690,2899,0,0
Equation1226[x = x ◇ (((x ◇ x) ◇ y) ◇ y)],10,1645,4683,3048,0,0
Equation1227[x = x ◇ (((x ◇ x) ◇ y) ◇ z)],20,1590,4673,3103,0,0
Equation1228[x = x ◇ (((x ◇ y) ◇ x) ◇ x)],3,1822,4690,2871,0,0
Equation1229[x = x ◇ (((x ◇ y) ◇ x) ◇ y)],2,1608,4691,3085,0,0
Equation1230[x = x ◇ (((x ◇ y) ◇ x) ◇ z)],25,1578,4668,3115,0,0
Equation1231[x = x ◇ (((x ◇ y) ◇ y) ◇ x)],10,1815,4683,2878,0,0
Equation1232[x = x ◇ (((x ◇ y) ◇ y) ◇ y)],40,1573,4653,3120,0,0
Equation1233[x = x ◇ (((x ◇ y) ◇ y) ◇ z)],127,1569,4566,3124,0,0
Equation1234[x = x ◇ (((x ◇ y) ◇ z) ◇ x)],19,1771,4674,2922,0,0
Equation1235[x = x ◇ (((x ◇ y) ◇ z) ◇ y)],137,1569,4556,3124,0,0
Equation1236[x = x ◇ (((x ◇ y) ◇ z) ◇ z)],127,1569,4566,3124,0,0
Equation1237[x = x ◇ (((x ◇ y) ◇ z) ◇ w)],161,1568,4532,3125,0,0
Equation1238[x = x ◇ (((y ◇ x) ◇ x) ◇ x)],2,1817,4691,2876,0,0
Equation1239[x = x ◇ (((y ◇ x) ◇ x) ◇ y)],2,1600,4691,3093,0,0
Equation1240[x = x ◇ (((y ◇ x) ◇ x) ◇ z)],10,1573,4683,3120,0,0
Equation1241[x = x ◇ (((y ◇ x) ◇ y) ◇ x)],2,1837,4691,2856,0,0
Equation1242[x = x ◇ (((y ◇ x) ◇ y) ◇ y)],2,1581,4691,3112,0,0
Equation1243[x = x ◇ (((y ◇ x) ◇ y) ◇ z)],8,1577,4685,3116,0,0
Equation1244[x = x ◇ (((y ◇ x) ◇ z) ◇ x)],10,1769,4683,2924,0,0
Equation1245[x = x ◇ (((y ◇ x) ◇ z) ◇ y)],8,1574,4685,3119,0,0
Equation1248[x = x ◇ (((y ◇ y) ◇ x) ◇ x)],2,1836,4691,2857,0,0
Equation1249[x = x ◇ (((y ◇ y) ◇ x) ◇ y)],2,1591,4691,3102,0,0
Equation1250[x = x ◇ (((y ◇ y) ◇ x) ◇ z)],7,1584,4686,3109,0,0
Equation1251[x = x ◇ (((y ◇ y) ◇ y) ◇ x)],2,1784,4691,2909,0,0
Equation1252[x = x ◇ (((y ◇ y) ◇ y) ◇ y)],2,1596,4691,3097,0,0
Equation1253[x = x ◇ (((y ◇ y) ◇ y) ◇ z)],7,1580,4686,3113,0,0
Equation1254[x = x ◇ (((y ◇ y) ◇ z) ◇ x)],7,1778,4686,2915,0,0
Equation1255[x = x ◇ (((y ◇ y) ◇ z) ◇ y)],10,1578,4683,3115,0,0
Equation1256[x = x ◇ (((y ◇ y) ◇ z) ◇ z)],47,1592,4646,3101,0,0
Equation1259[x = x ◇ (((y ◇ z) ◇ x) ◇ y)],7,1574,4686,3119,0,0
Equation1262[x = x ◇ (((y ◇ z) ◇ y) ◇ x)],7,1773,4686,2920,0,0
Equation1263[x = x ◇ (((y ◇ z) ◇ y) ◇ y)],10,1571,4683,3122,0,0
Equation1264[x = x ◇ (((y ◇ z) ◇ y) ◇ z)],50,1583,4643,3110,0,0
Equation1267[x = x ◇ (((y ◇ z) ◇ z) ◇ y)],50,1574,4643,3119,0,0
Equation1271[x = x ◇ (((y ◇ z) ◇ w) ◇ y)],102,1567,4591,3126,0,0
Equation1276[x = y ◇ (((x ◇ x) ◇ x) ◇ y)],2,1554,4691,3139,0,0
Equation1278[x = y ◇ (((x ◇ x) ◇ y) ◇ x)],2,1707,4691,2986,0,0
Equation1279[x = y ◇ (((x ◇ x) ◇ y) ◇ y)],2,1496,4691,3197,0,0
Equation1285[x = y ◇ (((x ◇ y) ◇ x) ◇ x)],2,1720,4691,2973,0,0
Equation1286[x = y ◇ (((x ◇ y) ◇ x) ◇ y)],2,1496,4691,3197,0,0
Equation1288[x = y ◇ (((x ◇ y) ◇ y) ◇ x)],2,1688,4691,3005,0,0
Equation1289[x = y ◇ (((x ◇ y) ◇ y) ◇ y)],10,1546,4683,3147,0,0
Equation1312[x = y ◇ (((y ◇ x) ◇ x) ◇ x)],13,1719,4680,2974,0,0
Equation1313[x = y ◇ (((y ◇ x) ◇ x) ◇ y)],3,1496,4690,3197,0,0
Equation1315[x = y ◇ (((y ◇ x) ◇ y) ◇ x)],2,1687,4691,3006,0,0
Equation1316[x = y ◇ (((y ◇ x) ◇ y) ◇ y)],8,1567,4685,3126,0,0
Equation1322[x = y ◇ (((y ◇ y) ◇ x) ◇ x)],2,1679,4691,3014,0,0
Equation1323[x = y ◇ (((y ◇ y) ◇ x) ◇ y)],5,1511,4688,3182,0,0
Equation1325[x = y ◇ (((y ◇ y) ◇ y) ◇ x)],4,1731,4689,2962,0,0
Equation1340[x = y ◇ (((y ◇ z) ◇ z) ◇ x)],64,1718,4629,2975,0,0
Equation1353[x = y ◇ (((z ◇ x) ◇ y) ◇ x)],7,1686,4686,3007,0,0
Equation1368[x = y ◇ (((z ◇ y) ◇ x) ◇ z)],15,1504,4678,3189,0,0
Equation1370[x = y ◇ (((z ◇ y) ◇ y) ◇ x)],10,1687,4683,3006,0,0
Equation1374[x = y ◇ (((z ◇ y) ◇ z) ◇ x)],78,1716,4615,2977,0,0
Equation1387[x = y ◇ (((z ◇ z) ◇ y) ◇ x)],10,1693,4683,3000,0,0
Equation1426[x = (x ◇ x) ◇ (x ◇ (x ◇ x))],1,2058,4692,2635,0,0
Equation1427[x = (x ◇ x) ◇ (x ◇ (x ◇ y))],2,1734,4691,2959,0,0
Equation1428[x = (x ◇ x) ◇ (x ◇ (y ◇ x))],2,1876,4691,2817,0,0
Equation1429[x = (x ◇ x) ◇ (x ◇ (y ◇ y))],2,1742,4691,2951,0,0
Equation1431[x = (x ◇ x) ◇ (y ◇ (x ◇ x))],2,1834,4691,2859,0,0
Equation1432[x = (x ◇ x) ◇ (y ◇ (x ◇ y))],10,1731,4683,2962,0,0
Equation1434[x = (x ◇ x) ◇ (y ◇ (y ◇ x))],2,1882,4691,2811,0,0
Equation1435[x = (x ◇ x) ◇ (y ◇ (y ◇ y))],2,1680,4691,3013,0,0
Equation1437[x = (x ◇ x) ◇ (y ◇ (z ◇ x))],5,1828,4688,2865,0,0
Equation1441[x = (x ◇ y) ◇ (x ◇ (x ◇ x))],2,1834,4691,2859,0,0
Equation1442[x = (x ◇ y) ◇ (x ◇ (x ◇ y))],4,1738,4689,2955,0,0
Equation1443[x = (x ◇ y) ◇ (x ◇ (x ◇ z))],7,1679,4686,3014,0,0
Equation1444[x = (x ◇ y) ◇ (x ◇ (y ◇ x))],3,1877,4690,2816,0,0
Equation1445[x = (x ◇ y) ◇ (x ◇ (y ◇ y))],2,1683,4691,3010,0,0
Equation1446[x = (x ◇ y) ◇ (x ◇ (y ◇ z))],16,1682,4677,3011,0,0
Equation1447[x = (x ◇ y) ◇ (x ◇ (z ◇ x))],7,1829,4686,2864,0,0
Equation1448[x = (x ◇ y) ◇ (x ◇ (z ◇ y))],39,1680,4654,3013,0,0
Equation1451[x = (x ◇ y) ◇ (y ◇ (x ◇ x))],2,1856,4691,2837,0,0
Equation1453[x = (x ◇ y) ◇ (y ◇ (x ◇ z))],7,1686,4686,3007,0,0
Equation1454[x = (x ◇ y) ◇ (y ◇ (y ◇ x))],2,1842,4691,2851,0,0
Equation1455[x = (x ◇ y) ◇ (y ◇ (y ◇ y))],4,1731,4689,2962,0,0
Equation1456[x = (x ◇ y) ◇ (y ◇ (y ◇ z))],10,1687,4683,3006,0,0
Equation1457[x = (x ◇ y) ◇ (y ◇ (z ◇ x))],5,1835,4688,2858,0,0
Equation1459[x = (x ◇ y) ◇ (y ◇ (z ◇ z))],10,1693,4683,3000,0,0
Equation1461[x = (x ◇ y) ◇ (z ◇ (x ◇ x))],15,1828,4678,2865,0,0
Equation1465[x = (x ◇ y) ◇ (z ◇ (y ◇ x))],26,1827,4667,2866,0,0
Equation1467[x = (x ◇ y) ◇ (z ◇ (y ◇ z))],78,1716,4615,2977,0,0
Equation1469[x = (x ◇ y) ◇ (z ◇ (z ◇ x))],10,1828,4683,2865,0,0
Equation1470[x = (x ◇ y) ◇ (z ◇ (z ◇ y))],64,1718,4629,2975,0,0
Equation1478[x = (y ◇ x) ◇ (x ◇ (x ◇ x))],2,1682,4691,3011,0,0
Equation1479[x = (y ◇ x) ◇ (x ◇ (x ◇ y))],2,1541,4691,3152,0,0
Equation1480[x = (y ◇ x) ◇ (x ◇ (x ◇ z))],5,1499,4688,3194,0,0
Equation1481[x = (y ◇ x) ◇ (x ◇ (y ◇ x))],4,1705,4689,2988,0,0
Equation1482[x = (y ◇ x) ◇ (x ◇ (y ◇ y))],2,1504,4691,3189,0,0
Equation1483[x = (y ◇ x) ◇ (x ◇ (y ◇ z))],14,1500,4679,3193,0,0
Equation1484[x = (y ◇ x) ◇ (x ◇ (z ◇ x))],10,1646,4683,3047,0,0
Equation1485[x = (y ◇ x) ◇ (x ◇ (z ◇ y))],10,1500,4683,3193,0,0
Equation1486[x = (y ◇ x) ◇ (x ◇ (z ◇ z))],5,1499,4688,3194,0,0
Equation1488[x = (y ◇ x) ◇ (y ◇ (x ◇ x))],2,1664,4691,3029,0,0
Equation1489[x = (y ◇ x) ◇ (y ◇ (x ◇ y))],3,1496,4690,3197,0,0
Equation1491[x = (y ◇ x) ◇ (y ◇ (y ◇ x))],8,1646,4685,3047,0,0
Equation1492[x = (y ◇ x) ◇ (y ◇ (y ◇ y))],10,1553,4683,3140,0,0
Equation1496[x = (y ◇ x) ◇ (y ◇ (z ◇ z))],39,1513,4654,3180,0,0
Equation1515[x = (y ◇ y) ◇ (x ◇ (x ◇ x))],2,1669,4691,3024,0,0
Equation1516[x = (y ◇ y) ◇ (x ◇ (x ◇ y))],2,1496,4691,3197,0,0
Equation1518[x = (y ◇ y) ◇ (x ◇ (y ◇ x))],4,1645,4689,3048,0,0
Equation1519[x = (y ◇ y) ◇ (x ◇ (y ◇ y))],2,1556,4691,3137,0,0
Equation1523[x = (y ◇ y) ◇ (x ◇ (z ◇ z))],18,1515,4675,3178,0,0
Equation1525[x = (y ◇ y) ◇ (y ◇ (x ◇ x))],2,1644,4691,3049,0,0
Equation1526[x = (y ◇ y) ◇ (y ◇ (x ◇ y))],3,1512,4690,3181,0,0
Equation1586[x = (y ◇ z) ◇ (z ◇ (x ◇ x))],11,1643,4682,3050,0,0
Equation1629[x = (x ◇ x) ◇ ((x ◇ x) ◇ x)],1,2206,4692,2487,0,0
Equation1630[x = (x ◇ x) ◇ ((x ◇ x) ◇ y)],9,1716,4684,2977,0,0
Equation1631[x = (x ◇ x) ◇ ((x ◇ y) ◇ x)],2,1920,4691,2773,0,0
Equation1632[x = (x ◇ x) ◇ ((x ◇ y) ◇ y)],2,1769,4691,2924,0,0
Equation1633[x = (x ◇ x) ◇ ((x ◇ y) ◇ z)],12,1696,4681,2997,0,0
Equation1634[x = (x ◇ x) ◇ ((y ◇ x) ◇ x)],2,1915,4691,2778,0,0
Equation1635[x = (x ◇ x) ◇ ((y ◇ x) ◇ y)],2,1757,4691,2936,0,0
Equation1636[x = (x ◇ x) ◇ ((y ◇ x) ◇ z)],69,1680,4624,3013,0,0
Equation1637[x = (x ◇ x) ◇ ((y ◇ y) ◇ x)],2,1947,4691,2746,0,0
Equation1638[x = (x ◇ x) ◇ ((y ◇ y) ◇ y)],2,1680,4691,3013,0,0
Equation1641[x = (x ◇ x) ◇ ((y ◇ z) ◇ y)],7,1679,4686,3014,0,0
Equation1644[x = (x ◇ y) ◇ ((x ◇ x) ◇ x)],2,1887,4691,2806,0,0
Equation1645[x = (x ◇ y) ◇ ((x ◇ x) ◇ y)],3,1702,4690,2991,0,0
Equation1647[x = (x ◇ y) ◇ ((x ◇ y) ◇ x)],4,1963,4689,2730,0,0
Equation1648[x = (x ◇ y) ◇ ((x ◇ y) ◇ y)],2,1679,4691,3014,0,0
Equation1650[x = (x ◇ y) ◇ ((x ◇ z) ◇ x)],7,1884,4686,2809,0,0
Equation1654[x = (x ◇ y) ◇ ((y ◇ x) ◇ x)],2,1945,4691,2748,0,0
Equation1655[x = (x ◇ y) ◇ ((y ◇ x) ◇ y)],2,1690,4691,3003,0,0
Equation1656[x = (x ◇ y) ◇ ((y ◇ x) ◇ z)],86,1687,4607,3006,0,0
Equation1657[x = (x ◇ y) ◇ ((y ◇ y) ◇ x)],2,1892,4691,2801,0,0
Equation1658[x = (x ◇ y) ◇ ((y ◇ y) ◇ y)],4,1762,4689,2931,0,0
Equation1659[x = (x ◇ y) ◇ ((y ◇ y) ◇ z)],49,1689,4644,3004,0,0
Equation1660[x = (x ◇ y) ◇ ((y ◇ z) ◇ x)],12,1875,4681,2818,0,0
Equation1661[x = (x ◇ y) ◇ ((y ◇ z) ◇ y)],49,1689,4644,3004,0,0
Equation1662[x = (x ◇ y) ◇ ((y ◇ z) ◇ z)],10,1750,4683,2943,0,0
Equation1664[x = (x ◇ y) ◇ ((z ◇ x) ◇ x)],5,1867,4688,2826,0,0
Equation1668[x = (x ◇ y) ◇ ((z ◇ y) ◇ x)],12,1875,4681,2818,0,0
Equation1670[x = (x ◇ y) ◇ ((z ◇ y) ◇ z)],15,1726,4678,2967,0,0
Equation1672[x = (x ◇ y) ◇ ((z ◇ z) ◇ x)],5,1867,4688,2826,0,0
Equation1673[x = (x ◇ y) ◇ ((z ◇ z) ◇ y)],10,1701,4683,2992,0,0
Equation1681[x = (y ◇ x) ◇ ((x ◇ x) ◇ x)],2,1715,4691,2978,0,0
Equation1682[x = (y ◇ x) ◇ ((x ◇ x) ◇ y)],3,1524,4690,3169,0,0
Equation1684[x = (y ◇ x) ◇ ((x ◇ y) ◇ x)],2,1754,4691,2939,0,0
Equation1685[x = (y ◇ x) ◇ ((x ◇ y) ◇ y)],2,1497,4691,3196,0,0
Equation1687[x = (y ◇ x) ◇ ((x ◇ z) ◇ x)],43,1682,4650,3011,0,0
Equation1691[x = (y ◇ x) ◇ ((y ◇ x) ◇ x)],2,1779,4691,2914,0,0
Equation1692[x = (y ◇ x) ◇ ((y ◇ x) ◇ y)],2,1496,4691,3197,0,0
Equation1694[x = (y ◇ x) ◇ ((y ◇ y) ◇ x)],2,1683,4691,3010,0,0
Equation1695[x = (y ◇ x) ◇ ((y ◇ y) ◇ y)],8,1559,4685,3134,0,0
Equation1697[x = (y ◇ x) ◇ ((y ◇ z) ◇ x)],39,1680,4654,3013,0,0
Equation1701[x = (y ◇ x) ◇ ((z ◇ x) ◇ x)],5,1713,4688,2980,0,0
Equation1705[x = (y ◇ x) ◇ ((z ◇ y) ◇ x)],16,1682,4677,3011,0,0
Equation1718[x = (y ◇ y) ◇ ((x ◇ x) ◇ x)],7,1749,4686,2944,0,0
Equation1719[x = (y ◇ y) ◇ ((x ◇ x) ◇ y)],2,1496,4691,3197,0,0
Equation1721[x = (y ◇ y) ◇ ((x ◇ y) ◇ x)],2,1691,4691,3002,0,0
Equation1722[x = (y ◇ y) ◇ ((x ◇ y) ◇ y)],2,1518,4691,3175,0,0
Equation1724[x = (y ◇ y) ◇ ((x ◇ z) ◇ x)],21,1681,4672,3012,0,0
Equation1726[x = (y ◇ y) ◇ ((x ◇ z) ◇ z)],111,1510,4582,3183,0,0
Equation1728[x = (y ◇ y) ◇ ((y ◇ x) ◇ x)],2,1680,4691,3013,0,0
Equation1729[x = (y ◇ y) ◇ ((y ◇ x) ◇ y)],4,1523,4689,3170,0,0
Equation1731[x = (y ◇ y) ◇ ((y ◇ y) ◇ x)],2,1806,4691,2887,0,0
Equation1738[x = (y ◇ y) ◇ ((z ◇ x) ◇ x)],22,1679,4671,3014,0,0
Equation1793[x = (y ◇ z) ◇ ((z ◇ y) ◇ x)],5,1723,4688,2970,0,0
Equation1832[x = (x ◇ (x ◇ x)) ◇ (x ◇ x)],1,2206,4692,2487,0,0
Equation1833[x = (x ◇ (x ◇ x)) ◇ (x ◇ y)],2,1715,4691,2978,0,0
Equation1834[x = (x ◇ (x ◇ x)) ◇ (y ◇ x)],2,1887,4691,2806,0,0
Equation1835[x = (x ◇ (x ◇ x)) ◇ (y ◇ y)],7,1749,4686,2944,0,0
Equation1837[x = (x ◇ (x ◇ y)) ◇ (x ◇ x)],2,1915,4691,2778,0,0
Equation1838[x = (x ◇ (x ◇ y)) ◇ (x ◇ y)],2,1779,4691,2914,0,0
Equation1839[x = (x ◇ (x ◇ y)) ◇ (x ◇ z)],5,1713,4688,2980,0,0
Equation1840[x = (x ◇ (x ◇ y)) ◇ (y ◇ x)],2,1945,4691,2748,0,0
Equation1841[x = (x ◇ (x ◇ y)) ◇ (y ◇ y)],2,1680,4691,3013,0,0
Equation1843[x = (x ◇ (x ◇ y)) ◇ (z ◇ x)],5,1867,4688,2826,0,0
Equation1845[x = (x ◇ (x ◇ y)) ◇ (z ◇ z)],22,1679,4671,3014,0,0
Equation1847[x = (x ◇ (y ◇ x)) ◇ (x ◇ x)],2,1920,4691,2773,0,0
Equation1848[x = (x ◇ (y ◇ x)) ◇ (x ◇ y)],2,1754,4691,2939,0,0
Equation1849[x = (x ◇ (y ◇ x)) ◇ (x ◇ z)],43,1682,4650,3011,0,0
Equation1850[x = (x ◇ (y ◇ x)) ◇ (y ◇ x)],4,1963,4689,2730,0,0
Equation1851[x = (x ◇ (y ◇ x)) ◇ (y ◇ y)],2,1691,4691,3002,0,0
Equation1853[x = (x ◇ (y ◇ x)) ◇ (z ◇ x)],7,1884,4686,2809,0,0
Equation1855[x = (x ◇ (y ◇ x)) ◇ (z ◇ z)],21,1681,4672,3012,0,0
Equation1857[x = (x ◇ (y ◇ y)) ◇ (x ◇ x)],2,1947,4691,2746,0,0
Equation1858[x = (x ◇ (y ◇ y)) ◇ (x ◇ y)],2,1683,4691,3010,0,0
Equation1860[x = (x ◇ (y ◇ y)) ◇ (y ◇ x)],2,1892,4691,2801,0,0
Equation1861[x = (x ◇ (y ◇ y)) ◇ (y ◇ y)],2,1806,4691,2887,0,0
Equation1863[x = (x ◇ (y ◇ y)) ◇ (z ◇ x)],5,1867,4688,2826,0,0
Equation1876[x = (x ◇ (y ◇ z)) ◇ (z ◇ y)],5,1723,4688,2970,0,0
Equation1884[x = (y ◇ (x ◇ x)) ◇ (x ◇ x)],9,1716,4684,2977,0,0
Equation1885[x = (y ◇ (x ◇ x)) ◇ (x ◇ y)],3,1524,4690,3169,0,0
Equation1887[x = (y ◇ (x ◇ x)) ◇ (y ◇ x)],3,1702,4690,2991,0,0
Equation1888[x = (y ◇ (x ◇ x)) ◇ (y ◇ y)],2,1496,4691,3197,0,0
Equation1894[x = (y ◇ (x ◇ y)) ◇ (x ◇ x)],2,1757,4691,2936,0,0
Equation1895[x = (y ◇ (x ◇ y)) ◇ (x ◇ y)],2,1496,4691,3197,0,0
Equation1897[x = (y ◇ (x ◇ y)) ◇ (y ◇ x)],2,1690,4691,3003,0,0
Equation1898[x = (y ◇ (x ◇ y)) ◇ (y ◇ y)],4,1523,4689,3170,0,0
Equation1904[x = (y ◇ (x ◇ z)) ◇ (x ◇ x)],69,1680,4624,3013,0,0
Equation1921[x = (y ◇ (y ◇ x)) ◇ (x ◇ x)],2,1769,4691,2924,0,0
Equation1922[x = (y ◇ (y ◇ x)) ◇ (x ◇ y)],2,1497,4691,3196,0,0
Equation1924[x = (y ◇ (y ◇ x)) ◇ (y ◇ x)],2,1679,4691,3014,0,0
Equation1925[x = (y ◇ (y ◇ x)) ◇ (y ◇ y)],2,1518,4691,3175,0,0
Equation1931[x = (y ◇ (y ◇ y)) ◇ (x ◇ x)],2,1680,4691,3013,0,0
Equation1958[x = (y ◇ (z ◇ x)) ◇ (x ◇ x)],12,1696,4681,2997,0,0
Equation1975[x = (y ◇ (z ◇ y)) ◇ (x ◇ x)],7,1679,4686,3014,0,0
Equation2035[x = ((x ◇ x) ◇ x) ◇ (x ◇ x)],1,2058,4692,2635,0,0
Equation2036[x = ((x ◇ x) ◇ x) ◇ (x ◇ y)],2,1682,4691,3011,0,0
Equation2037[x = ((x ◇ x) ◇ x) ◇ (y ◇ x)],2,1834,4691,2859,0,0
Equation2038[x = ((x ◇ x) ◇ x) ◇ (y ◇ y)],2,1669,4691,3024,0,0
Equation2040[x = ((x ◇ x) ◇ y) ◇ (x ◇ x)],2,1834,4691,2859,0,0
Equation2041[x = ((x ◇ x) ◇ y) ◇ (x ◇ y)],2,1664,4691,3029,0,0
Equation2043[x = ((x ◇ x) ◇ y) ◇ (y ◇ x)],2,1856,4691,2837,0,0
Equation2044[x = ((x ◇ x) ◇ y) ◇ (y ◇ y)],2,1644,4691,3049,0,0
Equation2045[x = ((x ◇ x) ◇ y) ◇ (y ◇ z)],11,1643,4682,3050,0,0
Equation2046[x = ((x ◇ x) ◇ y) ◇ (z ◇ x)],15,1828,4678,2865,0,0
Equation2050[x = ((x ◇ y) ◇ x) ◇ (x ◇ x)],2,1876,4691,2817,0,0
Equation2051[x = ((x ◇ y) ◇ x) ◇ (x ◇ y)],4,1705,4689,2988,0,0
Equation2052[x = ((x ◇ y) ◇ x) ◇ (x ◇ z)],10,1646,4683,3047,0,0
Equation2053[x = ((x ◇ y) ◇ x) ◇ (y ◇ x)],3,1877,4690,2816,0,0
Equation2054[x = ((x ◇ y) ◇ x) ◇ (y ◇ y)],4,1645,4689,3048,0,0
Equation2055[x = ((x ◇ y) ◇ x) ◇ (y ◇ z)],34,1644,4659,3049,0,0
Equation2056[x = ((x ◇ y) ◇ x) ◇ (z ◇ x)],7,1829,4686,2864,0,0
Equation2060[x = ((x ◇ y) ◇ y) ◇ (x ◇ x)],2,1882,4691,2811,0,0
Equation2061[x = ((x ◇ y) ◇ y) ◇ (x ◇ y)],8,1646,4685,3047,0,0
Equation2062[x = ((x ◇ y) ◇ y) ◇ (x ◇ z)],34,1645,4659,3048,0,0
Equation2063[x = ((x ◇ y) ◇ y) ◇ (y ◇ x)],2,1842,4691,2851,0,0
Equation2064[x = ((x ◇ y) ◇ y) ◇ (y ◇ y)],6,1663,4687,3030,0,0
Equation2065[x = ((x ◇ y) ◇ y) ◇ (y ◇ z)],21,1645,4672,3048,0,0
Equation2066[x = ((x ◇ y) ◇ y) ◇ (z ◇ x)],10,1828,4683,2865,0,0
Equation2068[x = ((x ◇ y) ◇ y) ◇ (z ◇ z)],19,1654,4674,3039,0,0
Equation2070[x = ((x ◇ y) ◇ z) ◇ (x ◇ x)],5,1828,4688,2865,0,0
Equation2074[x = ((x ◇ y) ◇ z) ◇ (y ◇ x)],26,1827,4667,2866,0,0
Equation2076[x = ((x ◇ y) ◇ z) ◇ (y ◇ z)],63,1651,4630,3042,0,0
Equation2078[x = ((x ◇ y) ◇ z) ◇ (z ◇ x)],5,1835,4688,2858,0,0
